hist_tagname,ign_tagprovider,ign_tagname,ign_fullpath,Imaginary
MTPSVR2.BMSBM01RTQRN.F_CV,BMS,BMS_PLC01/BMSBM01RTQRN,[BMS]BMS_PLC01/BMSBM01RTQRN,1
MTPSVR2.BMSBM01TT.F_CV,BMS,BMS_PLC01/BMSBM01TT,[BMS]BMS_PLC01/BMSBM01TT,1
MTPSVR2.BMSBM02FIQ01.F_CV,BMS,BMS_PLC01/BMSBM02FIQ01,[BMS]BMS_PLC01/BMSBM02FIQ01,1
MTPSVR2.BMSBM02RTQRN.F_CV,BMS,BMS_PLC01/BMSBM02RTQRN,[BMS]BMS_PLC01/BMSBM02RTQRN,1
MTPSVR2.BMSBM02TT.F_CV,BMS,BMS_PLC01/BMSBM02TT,[BMS]BMS_PLC01/BMSBM02TT,1
MTPSVR2.BMSBMB1RTQRN.F_CV,BMS,BMS_PLC01/BMSBMB1RTQRN,[BMS]BMS_PLC01/BMSBMB1RTQRN,1
MTPSVR2.BMSBMB2RTQRN.F_CV,BMS,BMS_PLC01/BMSBMB2RTQRN,[BMS]BMS_PLC01/BMSBMB2RTQRN,1
MTPSVR2.BMSBMB3RTQRN.F_CV,BMS,BMS_PLC01/BMSBMB3RTQRN,[BMS]BMS_PLC01/BMSBMB3RTQRN,1
MTPSVR2.BMSCFR1AIQ01.F_CV,BMS,BMS_PLC01/BMSCFR1AIQ01,[BMS]BMS_PLC01/BMSCFR1AIQ01,1
MTPSVR2.BMSCFR2AIQ01.F_CV,BMS,BMS_PLC01/BMSCFR2AIQ01,[BMS]BMS_PLC01/BMSCFR2AIQ01,1
MTPSVR2.BMSCTR1AIQ01.F_CV,BMS,BMS_PLC01/BMSCTR1AIQ01,[BMS]BMS_PLC01/BMSCTR1AIQ01,1
MTPSVR2.BMSFL00NIQ01.F_CV,BMS,BMS_PLC01/BMSFL00NIQ01,[BMS]BMS_PLC01/BMSFL00NIQ01,1
MTPSVR2.BMSFL00RTQRN.F_CV,BMS,BMS_PLC01/BMSFL00RTQRN,[BMS]BMS_PLC01/BMSFL00RTQRN,1
MTPSVR2.BMSRES01CA01Q03.F_CV,BMS,BMS_PLC01/BMSRES01CA01Q03,[BMS]BMS_PLC01/BMSRES01CA01Q03,1
MTPSVR2.BMSRES01CA01Q04.F_CV,BMS,BMS_PLC01/BMSRES01CA01Q04,[BMS]BMS_PLC01/BMSRES01CA01Q04,1
MTPSVR2.BMSRES0CARCT.F_CV,BMS,BMS_PLC01/BMSRES0CARCT,[BMS]BMS_PLC01/BMSRES0CARCT,1
MTPSVR2.BMSRES0LIQ01.F_CV,BMS,BMS_PLC01/BMSRES0LIQ01,[BMS]BMS_PLC01/BMSRES0LIQ01,1
MTPSVR2.BMSSHT1LIQ01.F_CV,BMS,BMS_PLC01/BMSSHT1LIQ01,[BMS]BMS_PLC01/BMSSHT1LIQ01,1
MTPSVR2.BMSSHT1NIQ01.F_CV,BMS,BMS_PLC01/BMSSHT1NIQ01,[BMS]BMS_PLC01/BMSSHT1NIQ01,1
MTPSVR2.BMSTWL1FIQ01.F_CV,BMS,BMS_PLC01/BMSTWL1FIQ01,[BMS]BMS_PLC01/BMSTWL1FIQ01,1
MTPSVR2.BMSTWL1NIQ01.F_CV,BMS,BMS_PLC01/BMSTWL1NIQ01,[BMS]BMS_PLC01/BMSTWL1NIQ01,1
MTPSVR2.BMSTWL1PIQ01.F_CV,BMS,BMS_PLC01/BMSTWL1PIQ01,[BMS]BMS_PLC01/BMSTWL1PIQ01,1
MTPSVR2.BMSTWL1TT.F_CV,BMS,BMS_PLC01/BMSTWL1TT,[BMS]BMS_PLC01/BMSTWL1TT,1
MTPSVR2.BMSWELLFXQ01.F_CV,BMS,BMS_PLC01/BMSWELLFXQ01,[BMS]BMS_PLC01/BMSWELLFXQ01,1
MTPSVR2.BMSY000SPR01.F_CV,BMS,BMS_PLC01/BMSY000SPR01,[BMS]BMS_PLC01/BMSY000SPR01,1
MTPSVR2.BMSY000SPR02.F_CV,BMS,BMS_PLC01/BMSY000SPR02,[BMS]BMS_PLC01/BMSY000SPR02,1
MTPSVR2.BMSBSP010000QRN.F_CV,BMS,BMS_PLC01/BSP01_0000/QRN,[BMS]BMS_PLC01/BSP01_0000/QRN,0
MTPSVR2.BMSBSP020000QRN.F_CV,BMS,BMS_PLC01/BSP02_0000/QRN,[BMS]BMS_PLC01/BSP02_0000/QRN,0
MTPSVR2.BMSBSP030000QRN.F_CV,BMS,BMS_PLC01/BSP03_0000/QRN,[BMS]BMS_PLC01/BSP03_0000/QRN,0
MTPSVR2.BMSBWA01FI01QFL.F_CV,BMS,BMS_PLC01/BWA01_FI01/QFL,[BMS]BMS_PLC01/BWA01_FI01/QFL,0
MTPSVR2.BMSBWA01FI01QMY.F_CV,BMS,BMS_PLC01/BWA01_FI01/QMY,[BMS]BMS_PLC01/BWA01_FI01/QMY,0
MTPSVR2.BMSBWA01FI01QVA.F_CV,BMS,BMS_PLC01/BWA01_FI01/QVA,[BMS]BMS_PLC01/BWA01_FI01/QVA,0
MTPSVR2.BMSBWA01FI01QYF.F_CV,BMS,BMS_PLC01/BWA01_FI01/QYF,[BMS]BMS_PLC01/BWA01_FI01/QYF,0
MTPSVR2.BMSFL0010000QRN.F_CV,BMS,BMS_PLC01/FL001_0000_QRN,[BMS]BMS_PLC01/FL001_0000_QRN,0
MTPSVR2.BMSFL001NI01QVA.F_CV,BMS,BMS_PLC01/FL001_NI01/QVA,[BMS]BMS_PLC01/FL001_NI01/QVA,0
MTPSVR2.BMSFL001PD01QVA.F_CV,BMS,BMS_PLC01/FL001_PD01/QVA,[BMS]BMS_PLC01/FL001_PD01/QVA,0
MTPSVR2.BMSFL001RF01QVA.F_CV,BMS,BMS_PLC01/FL001_RF01/QVA,[BMS]BMS_PLC01/FL001_RF01/QVA,0
MTPSVR2.BMSFSP010000QRN.F_CV,BMS,BMS_PLC01/FSP01_0000/QRN,[BMS]BMS_PLC01/FSP01_0000/QRN,0
MTPSVR2.BMSFSP01NI01QVA.F_CV,BMS,BMS_PLC01/FSP01_NI01/QVA,[BMS]BMS_PLC01/FSP01_NI01/QVA,0
MTPSVR2.BMSGEN010000QRN.F_CV,BMS,BMS_PLC01/GEN01_0000_QRN,[BMS]BMS_PLC01/GEN01_0000_QRN,0
MTPSVR2.BMSRES01CA01Q01.F_CV,BMS,BMS_PLC01/RES01_CA01_CT/T10,[BMS]BMS_PLC01/RES01_CA01_CT/T10,0
MTPSVR2.BMSSHT01LI01QVA.F_CV,BMS,BMS_PLC01/SHT01_LI01/QVA,[BMS]BMS_PLC01/SHT01_LI01/QVA,0
MTPSVR2.BMSSMP010000QRN.F_CV,BMS,BMS_PLC01/SMP01_0000/QRN,[BMS]BMS_PLC01/SMP01_0000/QRN,0
MTPSVR2.BMSTWL01FI01QFL.F_CV,BMS,BMS_PLC01/TWL01_FI01/QFL,[BMS]BMS_PLC01/TWL01_FI01/QFL,0
MTPSVR2.BMSTWL01FI01QMY.F_CV,BMS,BMS_PLC01/TWL01_FI01/QMY,[BMS]BMS_PLC01/TWL01_FI01/QMY,0
MTPSVR2.BMSTWL01FI01QVA.F_CV,BMS,BMS_PLC01/TWL01_FI01/QVA,[BMS]BMS_PLC01/TWL01_FI01/QVA,0
MTPSVR2.BMSTWL01FI01QYF.F_CV,BMS,BMS_PLC01/TWL01_FI01/QYF,[BMS]BMS_PLC01/TWL01_FI01/QYF,0
MTPSVR2.BMSTWL01NI01QVA.F_CV,BMS,BMS_PLC01/TWL01_NI01/QVA,[BMS]BMS_PLC01/TWL01_NI01/QVA,0
MTPSVR2.BMSTWL01PI01QVA.F_CV,BMS,BMS_PLC01/TWL01_PI01/QVA,[BMS]BMS_PLC01/TWL01_PI01/QVA,0
MTPSVR2.BMSTWL01RF01QVA.F_CV,BMS,BMS_PLC01/TWL01_RF01/QVA,[BMS]BMS_PLC01/TWL01_RF01/QVA,0
MTPSVR2.BMSTWR01CA01QVA.F_CV,BMS,BMS_PLC01/TWR01_CA01/QVA,[BMS]BMS_PLC01/TWR01_CA01/QVA,0
MTPSVR2.BMSTWR01LI01QVA.F_CV,BMS,BMS_PLC01/TWR01_LI01/QVA,[BMS]BMS_PLC01/TWR01_LI01/QVA,0
MTPSVR2.BMSW00020000QRN.F_CV,BMS,BMS_PLC01/W0002_0000/QRN,[BMS]BMS_PLC01/W0002_0000/QRN,0
MTPSVR2.BMSW00020000QSI.F_CV,BMS,BMS_PLC01/W0002_0000/QSI,[BMS]BMS_PLC01/W0002_0000/QSI,0
MTPSVR2.BMSW00020000QYR.F_CV,BMS,BMS_PLC01/W0002_0000/QYR,[BMS]BMS_PLC01/W0002_0000/QYR,0
MTPSVR2.BMSW0002FI01QFL.F_CV,BMS,BMS_PLC01/W0002_FI01/QFL,[BMS]BMS_PLC01/W0002_FI01/QFL,0
MTPSVR2.BMSW0002FI01QMY.F_CV,BMS,BMS_PLC01/W0002_FI01/QMY,[BMS]BMS_PLC01/W0002_FI01/QMY,0
MTPSVR2.BMSW0002FI01QVA.F_CV,BMS,BMS_PLC01/W0002_FI01/QVA,[BMS]BMS_PLC01/W0002_FI01/QVA,0
MTPSVR2.BMSW0002FI01QYF.F_CV,BMS,BMS_PLC01/W0002_FI01/QYF,[BMS]BMS_PLC01/W0002_FI01/QYF,0
MTPSVR2.BMSW0002LI01QVA.F_CV,BMS,BMS_PLC01/W0002_LI01/QVA,[BMS]BMS_PLC01/W0002_LI01/QVA,0
MTPSVR2.BMSW0002TI01QVA.F_CV,BMS,BMS_PLC01/W0002_TI01/QVA,[BMS]BMS_PLC01/W0002_TI01/QVA,0
MTPSVR2.BMSW00030000QRN.F_CV,BMS,BMS_PLC01/W0003_0000/QRN,[BMS]BMS_PLC01/W0003_0000/QRN,0
MTPSVR2.BMSW00030000QSI.F_CV,BMS,BMS_PLC01/W0003_0000/QSI,[BMS]BMS_PLC01/W0003_0000/QSI,0
MTPSVR2.BMSW00030000QYR.F_CV,BMS,BMS_PLC01/W0003_0000/QYR,[BMS]BMS_PLC01/W0003_0000/QYR,0
MTPSVR2.BMSW0003FI01QFL.F_CV,BMS,BMS_PLC01/W0003_FI01/QFL,[BMS]BMS_PLC01/W0003_FI01/QFL,0
MTPSVR2.BMSW0003FI01QMY.F_CV,BMS,BMS_PLC01/W0003_FI01/QMY,[BMS]BMS_PLC01/W0003_FI01/QMY,0
MTPSVR2.BMSW0003FI01QVA.F_CV,BMS,BMS_PLC01/W0003_FI01/QVA,[BMS]BMS_PLC01/W0003_FI01/QVA,0
MTPSVR2.BMSW0003FI01QYF.F_CV,BMS,BMS_PLC01/W0003_FI01/QYF,[BMS]BMS_PLC01/W0003_FI01/QYF,0
MTPSVR2.BMSW0003LI01QVA.F_CV,BMS,BMS_PLC01/W0003_LI01/QVA,[BMS]BMS_PLC01/W0003_LI01/QVA,0
MTPSVR2.BMSW0003TI01QVA.F_CV,BMS,BMS_PLC01/W0003_TI01/QVA,[BMS]BMS_PLC01/W0003_TI01/QVA,0
MTPSVR2.BMSW000XFI01QFL.F_CV,BMS,BMS_PLC01/W000X_FI01/QFL,[BMS]BMS_PLC01/W000X_FI01/QFL,0
MTPSVR2.BMSW000XFI01QVA.F_CV,BMS,BMS_PLC01/W000X_FI01/QVA,[BMS]BMS_PLC01/W000X_FI01/QVA,0
MTPSVR2.BMSW000XFI01QYF.F_CV,BMS,BMS_PLC01/W000X_FI01/QYF,[BMS]BMS_PLC01/W000X_FI01/QYF,0
MTPSVR2.BMSY00010000QSI.F_CV,BMS,BMS_PLC01/Y0001_0000/QSI,[BMS]BMS_PLC01/Y0001_0000/QSI,0
MTPSVR2.BMSY00010000RSC.F_CV,BMS,BMS_PLC01/Y0001_0000/RSC,[BMS]BMS_PLC01/Y0001_0000/RSC,0
MTPSVR2.BMSY00020000QSI.F_CV,BMS,BMS_PLC01/Y0002_0000/QSI,[BMS]BMS_PLC01/Y0002_0000/QSI,0
MTPSVR2.BMSY00020000RSC.F_CV,BMS,BMS_PLC01/Y0002_0000/RSC,[BMS]BMS_PLC01/Y0002_0000/RSC,0
MTPSVR2.C1VVCH01PI01QVA.F_CV,C1W,C1V_PLC01/VCH01_PI01/QVA,[C1W]C1V_PLC01/VCH01_PI01/QVA,0
MTPSVR2.C1VVCH01PI02QVA.F_CV,C1W,C1V_PLC01/VCH01_PI02/QVA,[C1W]C1V_PLC01/VCH01_PI02/QVA,0
MTPSVR2.C1WASP010000RSC.F_CV,C1W,C1W_PLC01/ASP01_0000/RSC,[C1W]C1W_PLC01/ASP01_0000/RSC,0
MTPSVR2.C1WASP020000RSC.F_CV,C1W,C1W_PLC01/ASP02_0000/RSC,[C1W]C1W_PLC01/ASP02_0000/RSC,0
MTPSVR2.C1WAST01LI01QVA.F_CV,C1W,C1W_PLC01/AST01_LI01/QVA,[C1W]C1W_PLC01/AST01_LI01/QVA,0
MTPSVR2.C1WAST02LI01QVA.F_CV,C1W,C1W_PLC01/AST02_LI01/QVA,[C1W]C1W_PLC01/AST02_LI01/QVA,0
MTPSVR2.C1WBSP390000QRN.F_CV,C1W,C1W_PLC01/BSP39_0000/QRN,[C1W]C1W_PLC01/BSP39_0000/QRN,0
MTPSVR2.C1WBSP390000QSI.F_CV,C1W,C1W_PLC01/BSP39_0000/QSI,[C1W]C1W_PLC01/BSP39_0000/QSI,0
MTPSVR2.C1WBSP390000QYR.F_CV,C1W,C1W_PLC01/BSP39_0000/QYR,[C1W]C1W_PLC01/BSP39_0000/QYR,0
MTPSVR2.C1WBSP400000QRN.F_CV,C1W,C1W_PLC01/BSP40_0000/QRN,[C1W]C1W_PLC01/BSP40_0000/QRN,0
MTPSVR2.C1WBSP400000QSI.F_CV,C1W,C1W_PLC01/BSP40_0000/QSI,[C1W]C1W_PLC01/BSP40_0000/QSI,0
MTPSVR2.C1WBSP400000QYR.F_CV,C1W,C1W_PLC01/BSP40_0000/QYR,[C1W]C1W_PLC01/BSP40_0000/QYR,0
MTPSVR2.C1WBSP410000QRN.F_CV,C1W,C1W_PLC01/BSP41_0000/QRN,[C1W]C1W_PLC01/BSP41_0000/QRN,0
MTPSVR2.C1WBSP410000QSI.F_CV,C1W,C1W_PLC01/BSP41_0000/QSI,[C1W]C1W_PLC01/BSP41_0000/QSI,0
MTPSVR2.C1WBSP410000QYR.F_CV,C1W,C1W_PLC01/BSP41_0000/QYR,[C1W]C1W_PLC01/BSP41_0000/QYR,0
MTPSVR2.C1WBSP420000QRN.F_CV,C1W,C1W_PLC01/BSP42_0000/QRN,[C1W]C1W_PLC01/BSP42_0000/QRN,0
MTPSVR2.C1WBSP420000QSI.F_CV,C1W,C1W_PLC01/BSP42_0000/QSI,[C1W]C1W_PLC01/BSP42_0000/QSI,0
MTPSVR2.C1WBSP420000QYR.F_CV,C1W,C1W_PLC01/BSP42_0000/QYR,[C1W]C1W_PLC01/BSP42_0000/QYR,0
MTPSVR2.C1WBSP430000QRN.F_CV,C1W,C1W_PLC01/BSP43_0000/QRN,[C1W]C1W_PLC01/BSP43_0000/QRN,0
MTPSVR2.C1WBSP430000QSI.F_CV,C1W,C1W_PLC01/BSP43_0000/QSI,[C1W]C1W_PLC01/BSP43_0000/QSI,0
MTPSVR2.C1WBSP430000QYR.F_CV,C1W,C1W_PLC01/BSP43_0000/QYR,[C1W]C1W_PLC01/BSP43_0000/QYR,0
MTPSVR2.C1WDSH01FI01QFL.F_CV,C1W,C1W_PLC01/DSH01_FI01/QFL,[C1W]C1W_PLC01/DSH01_FI01/QFL,0
MTPSVR2.C1WDSH01FI01QVA.F_CV,C1W,C1W_PLC01/DSH01_FI01/QVA,[C1W]C1W_PLC01/DSH01_FI01/QVA,0
MTPSVR2.C1WDSH01FI01QYF.F_CV,C1W,C1W_PLC01/DSH01_FI01/QYF,[C1W]C1W_PLC01/DSH01_FI01/QYF,0
MTPSVR2.C1WDSH01FI02QFL.F_CV,C1W,C1W_PLC01/DSH01_FI02/QFL,[C1W]C1W_PLC01/DSH01_FI02/QFL,0
MTPSVR2.C1WDSH01FI02QVA.F_CV,C1W,C1W_PLC01/DSH01_FI02/QVA,[C1W]C1W_PLC01/DSH01_FI02/QVA,0
MTPSVR2.C1WDSH01FI02QYF.F_CV,C1W,C1W_PLC01/DSH01_FI02/QYF,[C1W]C1W_PLC01/DSH01_FI02/QYF,0
MTPSVR2.C1WDSH01LI01VCA.F_CV,C1W,C1W_PLC01/DSH01_LI01_MASL/VCA,[C1W]C1W_PLC01/DSH01_LI01_MASL/VCA,0
MTPSVR2.C1WDSH01PI01QVA.F_CV,C1W,C1W_PLC01/DSH01_PI01/QVA,[C1W]C1W_PLC01/DSH01_PI01/QVA,0
MTPSVR2.C1WDSH01RA01QVA.F_CV,C1W,C1W_PLC01/DSH01_RA01/QVA,[C1W]C1W_PLC01/DSH01_RA01/QVA,0
MTPSVR2.C1WDSH01RF01QVA.F_CV,C1W,C1W_PLC01/DSH01_RF01/QVA,[C1W]C1W_PLC01/DSH01_RF01/QVA,0
MTPSVR2.C1WGEN010000QRN.F_CV,C1W,C1W_PLC01/GEN01_0000_QRN,[C1W]C1W_PLC01/GEN01_0000_QRN,0
MTPSVR2.C1WHCT01LI01QVA.F_CV,C1W,C1W_PLC01/HCT01_LI01/QVA,[C1W]C1W_PLC01/HCT01_LI01/QVA,0
MTPSVR2.C1WY00010000QSI.F_CV,C1W,C1W_PLC01/Y0001_0000/QSI,[C1W]C1W_PLC01/Y0001_0000/QSI,0
MTPSVR2.C1WY00020000QSI.F_CV,C1W,C1W_PLC01/Y0002_0000/QSI,[C1W]C1W_PLC01/Y0002_0000/QSI,0
MTPSVR2.C1WZ1SH1LI01VCA.F_CV,C1W,C1W_PLC01/Z1SH1_LI01_MASL/VCA,[C1W]C1W_PLC01/Z1SH1_LI01_MASL/VCA,0
MTPSVR2.C1WZ1SH1PI01QVA.F_CV,C1W,C1W_PLC01/Z1SH1_PI01/QVA,[C1W]C1W_PLC01/Z1SH1_PI01/QVA,0
MTPSVR3.FGSASB010000QRN.F_CV,FGS,FGS_PLC01/ASB01_0000/QRN,[FGS]FGS_PLC01/ASB01_0000/QRN,0
MTPSVR3.FGSBSP010000QRN.F_CV,FGS,FGS_PLC01/BSP01_0000/QRN,[FGS]FGS_PLC01/BSP01_0000/QRN,0
MTPSVR3.FGSBSP010000QSI.F_CV,FGS,FGS_PLC01/BSP01_0000/QSI,[FGS]FGS_PLC01/BSP01_0000/QSI,0
MTPSVR3.FGSBSP020000QRN.F_CV,FGS,FGS_PLC01/BSP02_0000/QRN,[FGS]FGS_PLC01/BSP02_0000/QRN,0
MTPSVR3.FGSBSP020000QSI.F_CV,FGS,FGS_PLC01/BSP02_0000/QSI,[FGS]FGS_PLC01/BSP02_0000/QSI,0
MTPSVR3.FGSBSP030000QRN.F_CV,FGS,FGS_PLC01/BSP03_0000/QRN,[FGS]FGS_PLC01/BSP03_0000/QRN,0
MTPSVR3.FGSBSP030000QSI.F_CV,FGS,FGS_PLC01/BSP03_0000/QSI,[FGS]FGS_PLC01/BSP03_0000/QSI,0
MTPSVR3.FGSBSP040000QRN.F_CV,FGS,FGS_PLC01/BSP04_0000/QRN,[FGS]FGS_PLC01/BSP04_0000/QRN,0
MTPSVR3.FGSBSP040000QSI.F_CV,FGS,FGS_PLC01/BSP04_0000/QSI,[FGS]FGS_PLC01/BSP04_0000/QSI,0
MTPSVR3.FGSFGB1WVMDI.F_CV,FGS,FGS_PLC01/FGSFGB1WVMDI,[FGS]FGS_PLC01/FGSFGB1WVMDI,1
MTPSVR3.FGSFGB2WVMDI.F_CV,FGS,FGS_PLC01/FGSFGB2WVMDI,[FGS]FGS_PLC01/FGSFGB2WVMDI,1
MTPSVR3.FGSFGB3WVMDI.F_CV,FGS,FGS_PLC01/FGSFGB3WVMDI,[FGS]FGS_PLC01/FGSFGB3WVMDI,1
MTPSVR3.FGSRES0CARCT.F_CV,FGS,FGS_PLC01/FGSRES0CARCT,[FGS]FGS_PLC01/FGSRES0CARCT,1
MTPSVR3.FGSWELLFXQ01.F_CV,FGS,FGS_PLC01/FGSWELLFXQ01,[FGS]FGS_PLC01/FGSWELLFXQ01,1
MTPSVR3.FGSFL0010000QRN.F_CV,FGS,FGS_PLC01/FL001_0000_QRN,[FGS]FGS_PLC01/FL001_0000_QRN,0
MTPSVR3.FGSFL0020000QRN.F_CV,FGS,FGS_PLC01/FL002_0000_QRN,[FGS]FGS_PLC01/FL002_0000_QRN,0
MTPSVR3.FGSFL00XRF01QVA.F_CV,FGS,FGS_PLC01/FL00X_RF01/QVA,[FGS]FGS_PLC01/FL00X_RF01/QVA,0
MTPSVR3.FGSGEN010000QRN.F_CV,FGS,FGS_PLC01/GEN01_0000_QRN,[FGS]FGS_PLC01/GEN01_0000_QRN,0
MTPSVR3.FGSTWL01FI01QFL.F_CV,FGS,FGS_PLC01/TWL01_FI01/QFL,[FGS]FGS_PLC01/TWL01_FI01/QFL,0
MTPSVR3.FGSTWL01FI01QVA.F_CV,FGS,FGS_PLC01/TWL01_FI01/QVA,[FGS]FGS_PLC01/TWL01_FI01/QVA,0
MTPSVR3.FGSTWL01FI01QYF.F_CV,FGS,FGS_PLC01/TWL01_FI01/QYF,[FGS]FGS_PLC01/TWL01_FI01/QYF,0
MTPSVR3.FGSTWL01LI01VCA.F_CV,FGS,FGS_PLC01/TWL01_LI01_MASL/VCA,[FGS]FGS_PLC01/TWL01_LI01_MASL/VCA,0
MTPSVR3.FGSTWL01NI01QVA.F_CV,FGS,FGS_PLC01/TWL01_NI01/QVA,[FGS]FGS_PLC01/TWL01_NI01/QVA,0
MTPSVR3.FGSTWL01PI01QVA.F_CV,FGS,FGS_PLC01/TWL01_PI01/QVA,[FGS]FGS_PLC01/TWL01_PI01/QVA,0
MTPSVR3.FGSTWL01RF01QVA.F_CV,FGS,FGS_PLC01/TWL01_RF01/QVA,[FGS]FGS_PLC01/TWL01_RF01/QVA,0
MTPSVR3.FGSTWR01CA01QVA.F_CV,FGS,FGS_PLC01/TWR01_CA01/QVA,[FGS]FGS_PLC01/TWR01_CA01/QVA,0
MTPSVR3.FGSTWR01LI01QVA.F_CV,FGS,FGS_PLC01/TWR01_LI01/QVA,[FGS]FGS_PLC01/TWR01_LI01/QVA,0
MTPSVR3.FGSW00010000QRN.F_CV,FGS,FGS_PLC01/W0001_0000/QRN,[FGS]FGS_PLC01/W0001_0000/QRN,0
MTPSVR3.FGSW0001FI01QFL.F_CV,FGS,FGS_PLC01/W0001_FI01/QFL,[FGS]FGS_PLC01/W0001_FI01/QFL,0
MTPSVR3.FGSW0001FI01QVA.F_CV,FGS,FGS_PLC01/W0001_FI01/QVA,[FGS]FGS_PLC01/W0001_FI01/QVA,0
MTPSVR3.FGSW0001FI01QYF.F_CV,FGS,FGS_PLC01/W0001_FI01/QYF,[FGS]FGS_PLC01/W0001_FI01/QYF,0
MTPSVR3.FGSW00040000QRN.F_CV,FGS,FGS_PLC01/W0004_0000/QRN,[FGS]FGS_PLC01/W0004_0000/QRN,0
MTPSVR3.FGSW0004FI01QFL.F_CV,FGS,FGS_PLC01/W0004_FI01/QFL,[FGS]FGS_PLC01/W0004_FI01/QFL,0
MTPSVR3.FGSW0004FI01QVA.F_CV,FGS,FGS_PLC01/W0004_FI01/QVA,[FGS]FGS_PLC01/W0004_FI01/QVA,0
MTPSVR3.FGSW0004FI01QYF.F_CV,FGS,FGS_PLC01/W0004_FI01/QYF,[FGS]FGS_PLC01/W0004_FI01/QYF,0
MTPSVR3.FGSW000XFI01QVA.F_CV,FGS,FGS_PLC01/W000X_FI01/QVA,[FGS]FGS_PLC01/W000X_FI01/QVA,0
MTPSVR3.FGSW002A0000QRN.F_CV,FGS,FGS_PLC01/W002A_0000/QRN,[FGS]FGS_PLC01/W002A_0000/QRN,0
MTPSVR3.FGSW002AFI01QFL.F_CV,FGS,FGS_PLC01/W002A_FI01/QFL,[FGS]FGS_PLC01/W002A_FI01/QFL,0
MTPSVR3.FGSW002AFI01QVA.F_CV,FGS,FGS_PLC01/W002A_FI01/QVA,[FGS]FGS_PLC01/W002A_FI01/QVA,0
MTPSVR3.FGSW002AFI01QYF.F_CV,FGS,FGS_PLC01/W002A_FI01/QYF,[FGS]FGS_PLC01/W002A_FI01/QYF,0
MTPSVR3.FGSY00010000QSI.F_CV,FGS,FGS_PLC01/Y0001_0000/QSI,[FGS]FGS_PLC01/Y0001_0000/QSI,0
MTPSVR3.FGSY00020000QSI.F_CV,FGS,FGS_PLC01/Y0002_0000/QSI,[FGS]FGS_PLC01/Y0002_0000/QSI,0
MTPSVR2.LINBSP010000QRN.F_CV,LIN,LIN_PLC01/BSP01_0000/QRN,[LIN]LIN_PLC01/BSP01_0000/QRN,0
MTPSVR2.LINBSP010000QSI.F_CV,LIN,LIN_PLC01/BSP01_0000/QSI,[LIN]LIN_PLC01/BSP01_0000/QSI,0
MTPSVR2.LINBSP020000QRN.F_CV,LIN,LIN_PLC01/BSP02_0000/QRN,[LIN]LIN_PLC01/BSP02_0000/QRN,0
MTPSVR2.LINBSP020000QSI.F_CV,LIN,LIN_PLC01/BSP02_0000/QSI,[LIN]LIN_PLC01/BSP02_0000/QSI,0
MTPSVR2.LINBSP030000QRN.F_CV,LIN,LIN_PLC01/BSP03_0000/QRN,[LIN]LIN_PLC01/BSP03_0000/QRN,0
MTPSVR2.LINBSP030000QSI.F_CV,LIN,LIN_PLC01/BSP03_0000/QSI,[LIN]LIN_PLC01/BSP03_0000/QSI,0
MTPSVR2.LINBSP040000QRN.F_CV,LIN,LIN_PLC01/BSP04_0000/QRN,[LIN]LIN_PLC01/BSP04_0000/QRN,0
MTPSVR2.LINBSP040000QSI.F_CV,LIN,LIN_PLC01/BSP04_0000/QSI,[LIN]LIN_PLC01/BSP04_0000/QSI,0
MTPSVR2.LINBWA01FI01QFL.F_CV,LIN,LIN_PLC01/BWA01_FI01/QFL,[LIN]LIN_PLC01/BWA01_FI01/QFL,0
MTPSVR2.LINBWA01FI01QVA.F_CV,LIN,LIN_PLC01/BWA01_FI01/QVA,[LIN]LIN_PLC01/BWA01_FI01/QVA,0
MTPSVR2.LINBWA01FI01QYF.F_CV,LIN,LIN_PLC01/BWA01_FI01/QYF,[LIN]LIN_PLC01/BWA01_FI01/QYF,0
MTPSVR2.LINFL0010000QRN.F_CV,LIN,LIN_PLC01/FL001_0000_QRN,[LIN]LIN_PLC01/FL001_0000_QRN,0
MTPSVR2.LINFL001FI0XQFL.F_CV,LIN,LIN_PLC01/FL001_FI0X_QFL,[LIN]LIN_PLC01/FL001_FI0X_QFL,0
MTPSVR2.LINFL001PD01QVA.F_CV,LIN,LIN_PLC01/FL001_PD01/QVA,[LIN]LIN_PLC01/FL001_PD01/QVA,0
MTPSVR2.LINFSP010000QRN.F_CV,LIN,LIN_PLC01/FSP01_0000/QRN,[LIN]LIN_PLC01/FSP01_0000/QRN,0
MTPSVR2.LINFSP01FI01QFL.F_CV,LIN,LIN_PLC01/FSP01_FI01/QFL,[LIN]LIN_PLC01/FSP01_FI01/QFL,0
MTPSVR2.LINFSP01FI01QVA.F_CV,LIN,LIN_PLC01/FSP01_FI01/QVA,[LIN]LIN_PLC01/FSP01_FI01/QVA,0
MTPSVR2.LINFSP01FI01QYF.F_CV,LIN,LIN_PLC01/FSP01_FI01/QYF,[LIN]LIN_PLC01/FSP01_FI01/QYF,0
MTPSVR2.LINFSP01NI01QVA.F_CV,LIN,LIN_PLC01/FSP01_NI01/QVA,[LIN]LIN_PLC01/FSP01_NI01/QVA,0
MTPSVR2.LINL000FXQ01.F_CV,LIN,LIN_PLC01/LINL000FXQ01,[LIN]LIN_PLC01/LINL000FXQ01,1
