hist_tagname,ign_tagprovider,ign_tagname,ign_fullpath,Imaginary
MTPSVR2.HEHVCH01FI01VFL.F_CV,ROW,Rural/Wellesley/HEH_PLC01/VCH01_FI01_VFL,[ROW]Rural/Wellesley/HEH_PLC01/VCH01_FI01_VFL,0
MTPSVR2.HEHVCH01FI01VVA.F_CV,ROW,Rural/Wellesley/HEH_PLC01/VCH01_FI01_VVA,[ROW]Rural/Wellesley/HEH_PLC01/VCH01_FI01_VVA,0
MTPSVR2.HEHVCH01LI01VCA.F_CV,ROW,Rural/Wellesley/HEH_PLC01/VCH01_LI01_MASL/VCA,[ROW]Rural/Wellesley/HEH_PLC01/VCH01_LI01_MASL/VCA,0
MTPSVR2.HEHVCH01PI01QVA.F_CV,ROW,Rural/Wellesley/HEH_PLC01/VCH01_PI01/QVA,[ROW]Rural/Wellesley/HEH_PLC01/VCH01_PI01/QVA,0
MTPSVR2.HEMVCH01FI01QFL.F_CV,ROW,Rural/Wellesley/HEM_PLC01/VCH01_FI01/QFL,[ROW]Rural/Wellesley/HEM_PLC01/VCH01_FI01/QFL,0
MTPSVR2.HEMVCH01FI01QVA.F_CV,ROW,Rural/Wellesley/HEM_PLC01/VCH01_FI01/QVA,[ROW]Rural/Wellesley/HEM_PLC01/VCH01_FI01/QVA,0
MTPSVR2.HEMVCH01FI01QYF.F_CV,ROW,Rural/Wellesley/HEM_PLC01/VCH01_FI01/QYF,[ROW]Rural/Wellesley/HEM_PLC01/VCH01_FI01/QYF,0
MTPSVR2.HEMVCH01PI01QVA.F_CV,ROW,Rural/Wellesley/HEM_PLC01/VCH01_PI01/QVA,[ROW]Rural/Wellesley/HEM_PLC01/VCH01_PI01/QVA,0
MTPSVR2.HEMVCH01PI02QVA.F_CV,ROW,Rural/Wellesley/HEM_PLC01/VCH01_PI02/QVA,[ROW]Rural/Wellesley/HEM_PLC01/VCH01_PI02/QVA,0
MTPSVR2.HEPBWL1FIQ01.F_CV,ROW,Rural/Wellesley/HEP_PLC01/HEPBWL1FIQ01,[ROW]Rural/Wellesley/HEP_PLC01/HEPBWL1FIQ01,1
MTPSVR2.HEPBWL1TT.F_CV,ROW,Rural/Wellesley/HEP_PLC01/HEPBWL1TT,[ROW]Rural/Wellesley/HEP_PLC01/HEPBWL1TT,1
MTPSVR2.HEPCFR1AIQ01.F_CV,ROW,Rural/Wellesley/HEP_PLC01/HEPCFR1AIQ01,[ROW]Rural/Wellesley/HEP_PLC01/HEPCFR1AIQ01,1
MTPSVR2.HEPCFR2AIQ01.F_CV,ROW,Rural/Wellesley/HEP_PLC01/HEPCFR2AIQ01,[ROW]Rural/Wellesley/HEP_PLC01/HEPCFR2AIQ01,1
MTPSVR2.HEPFL00RTQRN.F_CV,ROW,Rural/Wellesley/HEP_PLC01/HEPFL00RTQRN,[ROW]Rural/Wellesley/HEP_PLC01/HEPFL00RTQRN,1
MTPSVR2.HEPFSP1FIQ01.F_CV,ROW,Rural/Wellesley/HEP_PLC01/HEPFSP1FIQ01,[ROW]Rural/Wellesley/HEP_PLC01/HEPFSP1FIQ01,1
MTPSVR2.HEPFSP1RTQRN.F_CV,ROW,Rural/Wellesley/HEP_PLC01/HEPFSP1RTQRN,[ROW]Rural/Wellesley/HEP_PLC01/HEPFSP1RTQRN,1
MTPSVR2.HEPFSP1TT.F_CV,ROW,Rural/Wellesley/HEP_PLC01/HEPFSP1TT,[ROW]Rural/Wellesley/HEP_PLC01/HEPFSP1TT,1
MTPSVR2.HEPHD00FXQ01.F_CV,ROW,Rural/Wellesley/HEP_PLC01/HEPHD00FXQ01,[ROW]Rural/Wellesley/HEP_PLC01/HEPHD00FXQ01,1
MTPSVR2.HEPHD01FIQ01.F_CV,ROW,Rural/Wellesley/HEP_PLC01/HEPHD01FIQ01,[ROW]Rural/Wellesley/HEP_PLC01/HEPHD01FIQ01,1
MTPSVR2.HEPHD01RTQRN.F_CV,ROW,Rural/Wellesley/HEP_PLC01/HEPHD01RTQRN,[ROW]Rural/Wellesley/HEP_PLC01/HEPHD01RTQRN,1
MTPSVR2.HEPHD01TT.F_CV,ROW,Rural/Wellesley/HEP_PLC01/HEPHD01TT,[ROW]Rural/Wellesley/HEP_PLC01/HEPHD01TT,1
MTPSVR2.HEPHD02FIQ01.F_CV,ROW,Rural/Wellesley/HEP_PLC01/HEPHD02FIQ01,[ROW]Rural/Wellesley/HEP_PLC01/HEPHD02FIQ01,1
MTPSVR2.HEPHD02RTQRN.F_CV,ROW,Rural/Wellesley/HEP_PLC01/HEPHD02RTQRN,[ROW]Rural/Wellesley/HEP_PLC01/HEPHD02RTQRN,1
MTPSVR2.HEPHD02TT.F_CV,ROW,Rural/Wellesley/HEP_PLC01/HEPHD02TT,[ROW]Rural/Wellesley/HEP_PLC01/HEPHD02TT,1
MTPSVR2.HEPHDB1RTQRN.F_CV,ROW,Rural/Wellesley/HEP_PLC01/HEPHDB1RTQRN,[ROW]Rural/Wellesley/HEP_PLC01/HEPHDB1RTQRN,1
MTPSVR2.HEPHDB2RTQRN.F_CV,ROW,Rural/Wellesley/HEP_PLC01/HEPHDB2RTQRN,[ROW]Rural/Wellesley/HEP_PLC01/HEPHDB2RTQRN,1
MTPSVR2.HEPHDB3RTQRN.F_CV,ROW,Rural/Wellesley/HEP_PLC01/HEPHDB3RTQRN,[ROW]Rural/Wellesley/HEP_PLC01/HEPHDB3RTQRN,1
MTPSVR2.HEPRES0CAQCT.F_CV,ROW,Rural/Wellesley/HEP_PLC01/HEPRES0CAQCT,[ROW]Rural/Wellesley/HEP_PLC01/HEPRES0CAQCT,1
MTPSVR2.HEPRES0CARCT.F_CV,ROW,Rural/Wellesley/HEP_PLC01/HEPRES0CARCT,[ROW]Rural/Wellesley/HEP_PLC01/HEPRES0CARCT,1
MTPSVR2.HEPRES0LIQ01.F_CV,ROW,Rural/Wellesley/HEP_PLC01/HEPRES0LIQ01,[ROW]Rural/Wellesley/HEP_PLC01/HEPRES0LIQ01,1
MTPSVR2.HEPSHT1LIQ01.F_CV,ROW,Rural/Wellesley/HEP_PLC01/HEPSHT1LIQ01,[ROW]Rural/Wellesley/HEP_PLC01/HEPSHT1LIQ01,1
MTPSVR2.HEPSHT1NIQ01.F_CV,ROW,Rural/Wellesley/HEP_PLC01/HEPSHT1NIQ01,[ROW]Rural/Wellesley/HEP_PLC01/HEPSHT1NIQ01,1
MTPSVR2.HEPTWL1FIQ01.F_CV,ROW,Rural/Wellesley/HEP_PLC01/HEPTWL1FIQ01,[ROW]Rural/Wellesley/HEP_PLC01/HEPTWL1FIQ01,1
MTPSVR2.HEPTWL1NIQ01.F_CV,ROW,Rural/Wellesley/HEP_PLC01/HEPTWL1NIQ01,[ROW]Rural/Wellesley/HEP_PLC01/HEPTWL1NIQ01,1
MTPSVR2.HEPTWL1PIQ01.F_CV,ROW,Rural/Wellesley/HEP_PLC01/HEPTWL1PIQ01,[ROW]Rural/Wellesley/HEP_PLC01/HEPTWL1PIQ01,1
MTPSVR2.HEPTWL1TT.F_CV,ROW,Rural/Wellesley/HEP_PLC01/HEPTWL1TT,[ROW]Rural/Wellesley/HEP_PLC01/HEPTWL1TT,1
MTPSVR2.HEPWELLFXQ01.F_CV,ROW,Rural/Wellesley/HEP_PLC01/HEPWELLFXQ01,[ROW]Rural/Wellesley/HEP_PLC01/HEPWELLFXQ01,1
MTPSVR2.HEPY000SPR01.F_CV,ROW,Rural/Wellesley/HEP_PLC01/HEPY000SPR01,[ROW]Rural/Wellesley/HEP_PLC01/HEPY000SPR01,1
MTPSVR3.NHRVCH01CV01QZI.F_CV,ROW,Rural/Wilmot/NHR_PLC01/VCH01_CV01/QZI,[ROW]Rural/Wilmot/NHR_PLC01/VCH01_CV01/QZI,0
MTPSVR3.NHRVCH01FI01QFL.F_CV,ROW,Rural/Wilmot/NHR_PLC01/VCH01_FI01/QFL,[ROW]Rural/Wilmot/NHR_PLC01/VCH01_FI01/QFL,0
MTPSVR3.NHRVCH01FI01QVA.F_CV,ROW,Rural/Wilmot/NHR_PLC01/VCH01_FI01/QVA,[ROW]Rural/Wilmot/NHR_PLC01/VCH01_FI01/QVA,0
MTPSVR3.NHRVCH01FI01QYF.F_CV,ROW,Rural/Wilmot/NHR_PLC01/VCH01_FI01/QYF,[ROW]Rural/Wilmot/NHR_PLC01/VCH01_FI01/QYF,0
MTPSVR3.NHRVCH01FI01VFL.F_CV,ROW,Rural/Wilmot/NHR_PLC01/VCH01_FI01_VFL,[ROW]Rural/Wilmot/NHR_PLC01/VCH01_FI01_VFL,0
MTPSVR3.NHRVCH01FI01VVA.F_CV,ROW,Rural/Wilmot/NHR_PLC01/VCH01_FI01_VVA,[ROW]Rural/Wilmot/NHR_PLC01/VCH01_FI01_VVA,0
MTPSVR3.NHRVCH01LI01VCA.F_CV,ROW,Rural/Wilmot/NHR_PLC01/VCH01_LI01_MASL/VCA,[ROW]Rural/Wilmot/NHR_PLC01/VCH01_LI01_MASL/VCA,0
MTPSVR3.NHRVCH01LI02VCA.F_CV,ROW,Rural/Wilmot/NHR_PLC01/VCH01_LI02_MASL/VCA,[ROW]Rural/Wilmot/NHR_PLC01/VCH01_LI02_MASL/VCA,0
MTPSVR3.NHRVCH01PI01QVA.F_CV,ROW,Rural/Wilmot/NHR_PLC01/VCH01_PI01/QVA,[ROW]Rural/Wilmot/NHR_PLC01/VCH01_PI01/QVA,0
MTPSVR3.NHRVCH01PI02QVA.F_CV,ROW,Rural/Wilmot/NHR_PLC01/VCH01_PI02/QVA,[ROW]Rural/Wilmot/NHR_PLC01/VCH01_PI02/QVA,0
MTPSVR3.NZMVCH01FI01Q01.F_CV,ROW,Rural/Wilmot/NZM_PLC01/NZMVCH01FI01Q01,[ROW]Rural/Wilmot/NZM_PLC01/NZMVCH01FI01Q01,1
MTPSVR3.NZMVCH01FI02Q01.F_CV,ROW,Rural/Wilmot/NZM_PLC01/NZMVCH01FI02Q01,[ROW]Rural/Wilmot/NZM_PLC01/NZMVCH01FI02Q01,1
MTPSVR3.NZMVCH01PI02Q01.F_CV,ROW,Rural/Wilmot/NZM_PLC01/NZMVCH01PI02Q01,[ROW]Rural/Wilmot/NZM_PLC01/NZMVCH01PI02Q01,1
MTPSVR3.NZMVCH01FI01QFL.F_CV,ROW,Rural/Wilmot/NZM_PLC01/VCH01_FI01/QFL,[ROW]Rural/Wilmot/NZM_PLC01/VCH01_FI01/QFL,0
MTPSVR3.NZMVCH01FI01QVA.F_CV,ROW,Rural/Wilmot/NZM_PLC01/VCH01_FI01/QVA,[ROW]Rural/Wilmot/NZM_PLC01/VCH01_FI01/QVA,0
MTPSVR3.NZMVCH01FI01QYF.F_CV,ROW,Rural/Wilmot/NZM_PLC01/VCH01_FI01/QYF,[ROW]Rural/Wilmot/NZM_PLC01/VCH01_FI01/QYF,0
MTPSVR3.NZMVCH01FI02QFL.F_CV,ROW,Rural/Wilmot/NZM_PLC01/VCH01_FI02/QFL,[ROW]Rural/Wilmot/NZM_PLC01/VCH01_FI02/QFL,0
MTPSVR3.NZMVCH01FI02QVA.F_CV,ROW,Rural/Wilmot/NZM_PLC01/VCH01_FI02/QVA,[ROW]Rural/Wilmot/NZM_PLC01/VCH01_FI02/QVA,0
MTPSVR3.NZMVCH01FI02QYF.F_CV,ROW,Rural/Wilmot/NZM_PLC01/VCH01_FI02/QYF,[ROW]Rural/Wilmot/NZM_PLC01/VCH01_FI02/QYF,0
MTPSVR3.NZMVCH01LI01VCA.F_CV,ROW,Rural/Wilmot/NZM_PLC01/VCH01_LI01_MASL/VCA,[ROW]Rural/Wilmot/NZM_PLC01/VCH01_LI01_MASL/VCA,0
MTPSVR3.NZMVCH01LI02VCA.F_CV,ROW,Rural/Wilmot/NZM_PLC01/VCH01_LI02_MASL/VCA,[ROW]Rural/Wilmot/NZM_PLC01/VCH01_LI02_MASL/VCA,0
MTPSVR3.NZMVCH01PI01QVA.F_CV,ROW,Rural/Wilmot/NZM_PLC01/VCH01_PI01/QVA,[ROW]Rural/Wilmot/NZM_PLC01/VCH01_PI01/QVA,0
MTPSVR3.NZMVCH01PI02QVA.F_CV,ROW,Rural/Wilmot/NZM_PLC01/VCH01_PI02/QVA,[ROW]Rural/Wilmot/NZM_PLC01/VCH01_PI02/QVA,0
MTPSVR3.PETBSP010000QRN.F_CV,ROW,Rural/Wilmot/PET_PLC01/BSP01_0000/QRN,[ROW]Rural/Wilmot/PET_PLC01/BSP01_0000/QRN,0
MTPSVR3.PETBSP020000QRN.F_CV,ROW,Rural/Wilmot/PET_PLC01/BSP02_0000/QRN,[ROW]Rural/Wilmot/PET_PLC01/BSP02_0000/QRN,0
MTPSVR3.PETTWL01FI01QFL.F_CV,ROW,Rural/Wilmot/PET_PLC01/TWL01_FI01/QFL,[ROW]Rural/Wilmot/PET_PLC01/TWL01_FI01/QFL,0
MTPSVR3.PETTWL01FI01QVA.F_CV,ROW,Rural/Wilmot/PET_PLC01/TWL01_FI01/QVA,[ROW]Rural/Wilmot/PET_PLC01/TWL01_FI01/QVA,0
MTPSVR3.PETTWL01FI01QYF.F_CV,ROW,Rural/Wilmot/PET_PLC01/TWL01_FI01/QYF,[ROW]Rural/Wilmot/PET_PLC01/TWL01_FI01/QYF,0
MTPSVR3.PETTWL01LI01VCA.F_CV,ROW,Rural/Wilmot/PET_PLC01/TWL01_LI01_MASL/VCA,[ROW]Rural/Wilmot/PET_PLC01/TWL01_LI01_MASL/VCA,0
MTPSVR3.PETTWL01PI01QVA.F_CV,ROW,Rural/Wilmot/PET_PLC01/TWL01_PI01/QVA,[ROW]Rural/Wilmot/PET_PLC01/TWL01_PI01/QVA,0
MTPSVR3.PETTWL01RF01QVA.F_CV,ROW,Rural/Wilmot/PET_PLC01/TWL01_RF01/QVA,[ROW]Rural/Wilmot/PET_PLC01/TWL01_RF01/QVA,0
MTPSVR3.PETTWR01CA01QVA.F_CV,ROW,Rural/Wilmot/PET_PLC01/TWR01_CA01/QVA,[ROW]Rural/Wilmot/PET_PLC01/TWR01_CA01/QVA,0
MTPSVR3.PETTWR01LI01QVA.F_CV,ROW,Rural/Wilmot/PET_PLC01/TWR01_LI01/QVA,[ROW]Rural/Wilmot/PET_PLC01/TWR01_LI01/QVA,0
MTPSVR3.PETTWR01RF01QVA.F_CV,ROW,Rural/Wilmot/PET_PLC01/TWR01_RF01/QVA,[ROW]Rural/Wilmot/PET_PLC01/TWR01_RF01/QVA,0
MTPSVR3.PETW00010000QRN.F_CV,ROW,Rural/Wilmot/PET_PLC01/W0001_0000/QRN,[ROW]Rural/Wilmot/PET_PLC01/W0001_0000/QRN,0
MTPSVR3.PETW0001FI01QFL.F_CV,ROW,Rural/Wilmot/PET_PLC01/W0001_FI01/QFL,[ROW]Rural/Wilmot/PET_PLC01/W0001_FI01/QFL,0
MTPSVR3.PETW0001FI01QVA.F_CV,ROW,Rural/Wilmot/PET_PLC01/W0001_FI01/QVA,[ROW]Rural/Wilmot/PET_PLC01/W0001_FI01/QVA,0
MTPSVR3.PETW0001FI01QYF.F_CV,ROW,Rural/Wilmot/PET_PLC01/W0001_FI01/QYF,[ROW]Rural/Wilmot/PET_PLC01/W0001_FI01/QYF,0
MTPSVR3.PETY00010000QSI.F_CV,ROW,Rural/Wilmot/PET_PLC01/Y0001_0000/QSI,[ROW]Rural/Wilmot/PET_PLC01/Y0001_0000/QSI,0
MTPSVR3.PETY00010000RSC.F_CV,ROW,Rural/Wilmot/PET_PLC01/Y0001_0000/RSC,[ROW]Rural/Wilmot/PET_PLC01/Y0001_0000/RSC,0
MTPSVR3.PETY00020000QSI.F_CV,ROW,Rural/Wilmot/PET_PLC01/Y0002_0000/QSI,[ROW]Rural/Wilmot/PET_PLC01/Y0002_0000/QSI,0
MTPSVR3.PETY00020000RSC.F_CV,ROW,Rural/Wilmot/PET_PLC01/Y0002_0000/RSC,[ROW]Rural/Wilmot/PET_PLC01/Y0002_0000/RSC,0
MTPSVR3.SHVVCH01MV01QZI.F_CV,ROW,Rural/Wilmot/SHV_PLC01/VCH01_MV01/QZI,[ROW]Rural/Wilmot/SHV_PLC01/VCH01_MV01/QZI,0
MTPSVR3.STACTR01AI01QVA.F_CV,ROW,Rural/Wilmot/STA_PLC01/CTR01_AI01/QVA,[ROW]Rural/Wilmot/STA_PLC01/CTR01_AI01/QVA,0
MTPSVR3.STAVCH01FI01QFL.F_CV,ROW,Rural/Wilmot/STA_PLC01/VCH01_FI01/QFL,[ROW]Rural/Wilmot/STA_PLC01/VCH01_FI01/QFL,0
MTPSVR3.STAVCH01FI01QVA.F_CV,ROW,Rural/Wilmot/STA_PLC01/VCH01_FI01/QVA,[ROW]Rural/Wilmot/STA_PLC01/VCH01_FI01/QVA,0
MTPSVR3.STAVCH01FI01QYF.F_CV,ROW,Rural/Wilmot/STA_PLC01/VCH01_FI01/QYF,[ROW]Rural/Wilmot/STA_PLC01/VCH01_FI01/QYF,0
MTPSVR3.STAVCH01PI01QVA.F_CV,ROW,Rural/Wilmot/STA_PLC01/VCH01_PI01/QVA,[ROW]Rural/Wilmot/STA_PLC01/VCH01_PI01/QVA,0
MTPSVR2.CBVVCH01FI01QFL.F_CV,ROW,Rural/Woolwich/CBV_PLC01/VCH01_FI01/QFL,[ROW]Rural/Woolwich/CBV_PLC01/VCH01_FI01/QFL,0
MTPSVR2.CBVVCH01FI01QVA.F_CV,ROW,Rural/Woolwich/CBV_PLC01/VCH01_FI01/QVA,[ROW]Rural/Woolwich/CBV_PLC01/VCH01_FI01/QVA,0
MTPSVR2.CBVVCH01FI01QYF.F_CV,ROW,Rural/Woolwich/CBV_PLC01/VCH01_FI01/QYF,[ROW]Rural/Woolwich/CBV_PLC01/VCH01_FI01/QYF,0
MTPSVR2.CBVVCH01FI01VFL.F_CV,ROW,Rural/Woolwich/CBV_PLC01/VCH01_FI01_VFL,[ROW]Rural/Woolwich/CBV_PLC01/VCH01_FI01_VFL,0
MTPSVR2.CBVVCH01FI01VVA.F_CV,ROW,Rural/Woolwich/CBV_PLC01/VCH01_FI01_VVA,[ROW]Rural/Woolwich/CBV_PLC01/VCH01_FI01_VVA,0
MTPSVR2.CBVVCH01MV01SCD.F_CV,ROW,Rural/Woolwich/CBV_PLC01/VCH01_MV01/SCD,[ROW]Rural/Woolwich/CBV_PLC01/VCH01_MV01/SCD,0
MTPSVR2.CBVVCH01MV01SOD.F_CV,ROW,Rural/Woolwich/CBV_PLC01/VCH01_MV01/SOD,[ROW]Rural/Woolwich/CBV_PLC01/VCH01_MV01/SOD,0
MTPSVR2.CBVVCH01PI01QVA.F_CV,ROW,Rural/Woolwich/CBV_PLC01/VCH01_PI01/QVA,[ROW]Rural/Woolwich/CBV_PLC01/VCH01_PI01/QVA,0
MTPSVR2.CBVVCH01PI02QVA.F_CV,ROW,Rural/Woolwich/CBV_PLC01/VCH01_PI02/QVA,[ROW]Rural/Woolwich/CBV_PLC01/VCH01_PI02/QVA,0
MTPSVR2.CGSC000FXQ01.F_CV,ROW,Rural/Woolwich/CGS_PLC01/CGSC000FXQ01,[ROW]Rural/Woolwich/CGS_PLC01/CGSC000FXQ01,1
MTPSVR2.CGSC005FIQ01.F_CV,ROW,Rural/Woolwich/CGS_PLC01/CGSC005FIQ01,[ROW]Rural/Woolwich/CGS_PLC01/CGSC005FIQ01,1
MTPSVR2.CGSC005RTQRN.F_CV,ROW,Rural/Woolwich/CGS_PLC01/CGSC005RTQRN,[ROW]Rural/Woolwich/CGS_PLC01/CGSC005RTQRN,1
MTPSVR2.CGSC005TT.F_CV,ROW,Rural/Woolwich/CGS_PLC01/CGSC005TT,[ROW]Rural/Woolwich/CGS_PLC01/CGSC005TT,1
MTPSVR2.CGSC006FIQ01.F_CV,ROW,Rural/Woolwich/CGS_PLC01/CGSC006FIQ01,[ROW]Rural/Woolwich/CGS_PLC01/CGSC006FIQ01,1
MTPSVR2.CGSC006RTQRN.F_CV,ROW,Rural/Woolwich/CGS_PLC01/CGSC006RTQRN,[ROW]Rural/Woolwich/CGS_PLC01/CGSC006RTQRN,1
MTPSVR2.CGSC006TT.F_CV,ROW,Rural/Woolwich/CGS_PLC01/CGSC006TT,[ROW]Rural/Woolwich/CGS_PLC01/CGSC006TT,1
MTPSVR2.CGSCFR1AIQ01.F_CV,ROW,Rural/Woolwich/CGS_PLC01/CGSCFR1AIQ01,[ROW]Rural/Woolwich/CGS_PLC01/CGSCFR1AIQ01,1
MTPSVR2.CGSCFR2AIQ01.F_CV,ROW,Rural/Woolwich/CGS_PLC01/CGSCFR2AIQ01,[ROW]Rural/Woolwich/CGS_PLC01/CGSCFR2AIQ01,1
MTPSVR2.CGSCNB0FIQ01.F_CV,ROW,Rural/Woolwich/CGS_PLC01/CGSCNB0FIQ01,[ROW]Rural/Woolwich/CGS_PLC01/CGSCNB0FIQ01,1
MTPSVR2.CGSCNB0NIQ01.F_CV,ROW,Rural/Woolwich/CGS_PLC01/CGSCNB0NIQ01,[ROW]Rural/Woolwich/CGS_PLC01/CGSCNB0NIQ01,1
MTPSVR2.CGSCNB0PIQ01.F_CV,ROW,Rural/Woolwich/CGS_PLC01/CGSCNB0PIQ01,[ROW]Rural/Woolwich/CGS_PLC01/CGSCNB0PIQ01,1
MTPSVR2.CGSCNB0TT.F_CV,ROW,Rural/Woolwich/CGS_PLC01/CGSCNB0TT,[ROW]Rural/Woolwich/CGS_PLC01/CGSCNB0TT,1
MTPSVR2.CGSCNB5RTQRN.F_CV,ROW,Rural/Woolwich/CGS_PLC01/CGSCNB5RTQRN,[ROW]Rural/Woolwich/CGS_PLC01/CGSCNB5RTQRN,1
MTPSVR2.CGSCNB6RTQRN.F_CV,ROW,Rural/Woolwich/CGS_PLC01/CGSCNB6RTQRN,[ROW]Rural/Woolwich/CGS_PLC01/CGSCNB6RTQRN,1
MTPSVR2.CGSCNB7RTQRN.F_CV,ROW,Rural/Woolwich/CGS_PLC01/CGSCNB7RTQRN,[ROW]Rural/Woolwich/CGS_PLC01/CGSCNB7RTQRN,1
MTPSVR2.CGSCNB8RTQRN.F_CV,ROW,Rural/Woolwich/CGS_PLC01/CGSCNB8RTQRN,[ROW]Rural/Woolwich/CGS_PLC01/CGSCNB8RTQRN,1
MTPSVR2.CGSRES0CARCT.F_CV,ROW,Rural/Woolwich/CGS_PLC01/CGSRES0CARCT,[ROW]Rural/Woolwich/CGS_PLC01/CGSRES0CARCT,1
MTPSVR2.CGSRES0LIQ01.F_CV,ROW,Rural/Woolwich/CGS_PLC01/CGSRES0LIQ01,[ROW]Rural/Woolwich/CGS_PLC01/CGSRES0LIQ01,1
MTPSVR2.CGSWELLFXQ01.F_CV,ROW,Rural/Woolwich/CGS_PLC01/CGSWELLFXQ01,[ROW]Rural/Woolwich/CGS_PLC01/CGSWELLFXQ01,1
MTPSVR2.CPSASP010000QSI.F_CV,ROW,Rural/Woolwich/CPS_PLC01/ASP01_0000/QSI,[ROW]Rural/Woolwich/CPS_PLC01/ASP01_0000/QSI,0
MTPSVR2.CPSASP020000QSI.F_CV,ROW,Rural/Woolwich/CPS_PLC01/ASP02_0000/QSI,[ROW]Rural/Woolwich/CPS_PLC01/ASP02_0000/QSI,0
MTPSVR2.CPSBSP010000QRN.F_CV,ROW,Rural/Woolwich/CPS_PLC01/BSP01_0000/QRN,[ROW]Rural/Woolwich/CPS_PLC01/BSP01_0000/QRN,0
MTPSVR2.CPSBSP010000QSI.F_CV,ROW,Rural/Woolwich/CPS_PLC01/BSP01_0000/QSI,[ROW]Rural/Woolwich/CPS_PLC01/BSP01_0000/QSI,0
MTPSVR2.CPSBSP020000QRN.F_CV,ROW,Rural/Woolwich/CPS_PLC01/BSP02_0000/QRN,[ROW]Rural/Woolwich/CPS_PLC01/BSP02_0000/QRN,0
MTPSVR2.CPSBSP020000QSI.F_CV,ROW,Rural/Woolwich/CPS_PLC01/BSP02_0000/QSI,[ROW]Rural/Woolwich/CPS_PLC01/BSP02_0000/QSI,0
MTPSVR2.CPSBSP030000QRN.F_CV,ROW,Rural/Woolwich/CPS_PLC01/BSP03_0000/QRN,[ROW]Rural/Woolwich/CPS_PLC01/BSP03_0000/QRN,0
MTPSVR2.CPSBSP030000QSI.F_CV,ROW,Rural/Woolwich/CPS_PLC01/BSP03_0000/QSI,[ROW]Rural/Woolwich/CPS_PLC01/BSP03_0000/QSI,0
MTPSVR2.CPSBSP040000QRN.F_CV,ROW,Rural/Woolwich/CPS_PLC01/BSP04_0000/QRN,[ROW]Rural/Woolwich/CPS_PLC01/BSP04_0000/QRN,0
MTPSVR2.CPSBSP040000QSI.F_CV,ROW,Rural/Woolwich/CPS_PLC01/BSP04_0000/QSI,[ROW]Rural/Woolwich/CPS_PLC01/BSP04_0000/QSI,0
MTPSVR1.CPSBYL01PI01QVA.F_CV,ROW,Rural/Woolwich/CPS_PLC01/CPSBYL01PI01QVA,[ROW]Rural/Woolwich/CPS_PLC01/CPSBYL01PI01QVA,1
MTPSVR2.CPSC000FXQ01.F_CV,ROW,Rural/Woolwich/CPS_PLC01/CPSC000FXQ01,[ROW]Rural/Woolwich/CPS_PLC01/CPSC000FXQ01,1
MTPSVR2.CPSC003FIQ01.F_CV,ROW,Rural/Woolwich/CPS_PLC01/CPSC003FIQ01,[ROW]Rural/Woolwich/CPS_PLC01/CPSC003FIQ01,1
MTPSVR2.CPSC003RTQRN.F_CV,ROW,Rural/Woolwich/CPS_PLC01/CPSC003RTQRN,[ROW]Rural/Woolwich/CPS_PLC01/CPSC003RTQRN,1
MTPSVR2.CPSC003TT.F_CV,ROW,Rural/Woolwich/CPS_PLC01/CPSC003TT,[ROW]Rural/Woolwich/CPS_PLC01/CPSC003TT,1
MTPSVR2.CPSC004FIQ01.F_CV,ROW,Rural/Woolwich/CPS_PLC01/CPSC004FIQ01,[ROW]Rural/Woolwich/CPS_PLC01/CPSC004FIQ01,1
MTPSVR2.CPSC004RTQRN.F_CV,ROW,Rural/Woolwich/CPS_PLC01/CPSC004RTQRN,[ROW]Rural/Woolwich/CPS_PLC01/CPSC004RTQRN,1
MTPSVR2.CPSC004TT.F_CV,ROW,Rural/Woolwich/CPS_PLC01/CPSC004TT,[ROW]Rural/Woolwich/CPS_PLC01/CPSC004TT,1
MTPSVR2.CPSCFR2AIQ01.F_CV,ROW,Rural/Woolwich/CPS_PLC01/CPSCFR2AIQ01,[ROW]Rural/Woolwich/CPS_PLC01/CPSCFR2AIQ01,1
MTPSVR2.CPSCNB0NIQ01.F_CV,ROW,Rural/Woolwich/CPS_PLC01/CPSCNB0NIQ01,[ROW]Rural/Woolwich/CPS_PLC01/CPSCNB0NIQ01,1
MTPSVR1.CPSIL001FI01QFL.F_CV,ROW,Rural/Woolwich/CPS_PLC01/CPSIL001FI01QFL,[ROW]Rural/Woolwich/CPS_PLC01/CPSIL001FI01QFL,1
MTPSVR2.CPSIL001FI01QMT.F_CV,ROW,Rural/Woolwich/CPS_PLC01/CPSIL001FI01QMT,[ROW]Rural/Woolwich/CPS_PLC01/CPSIL001FI01QMT,1
MTPSVR2.CPSIL001FI01QMY.F_CV,ROW,Rural/Woolwich/CPS_PLC01/CPSIL001FI01QMY,[ROW]Rural/Woolwich/CPS_PLC01/CPSIL001FI01QMY,1
MTPSVR1.CPSIL001FI01QVA.F_CV,ROW,Rural/Woolwich/CPS_PLC01/CPSIL001FI01QVA,[ROW]Rural/Woolwich/CPS_PLC01/CPSIL001FI01QVA,1
MTPSVR1.CPSIL001FI01QYF.F_CV,ROW,Rural/Woolwich/CPS_PLC01/CPSIL001FI01QYF,[ROW]Rural/Woolwich/CPS_PLC01/CPSIL001FI01QYF,1
